Price,Square,District,Parking,Drying yard,AC,Water heater,Washing machine,TV,Fridge,Kitchen,Elevator,Bed
3000000,25,9,1,0,0,0,0,0,0,1,1,0
3700000,25,Thanh Xuan,1,0,0,1,1,1,0,1,0,1
3500000,35,Go Vap,1,0,0,1,0,0,0,1,0,0
1600000,12,12,0,0,0,0,0,0,0,0,0,0
2300000,10,7,1,0,0,0,1,0,1,1,1,0
3000000,20,7,1,0,1,1,0,0,0,1,0,0
2300000,22,8,1,1,1,0,1,0,0,1,0,0
2700000,15,10,0,0,0,0,0,0,0,0,0,0
2900000,39,Thu Dau Mot,1,0,0,0,0,0,0,0,0,0
2800000,30,Thu Duc,1,0,1,0,0,0,0,0,0,0
3200000,25,Go Vap,1,0,1,1,1,0,0,1,1,0
3800000,23,Bac Tu Liem,0,0,0,0,0,0,0,0,0,0
3900000,15,1,1,1,0,1,1,1,0,0,0,0
2500000,20,Cam Le,1,1,0,1,0,0,0,1,0,0
4500000,25,Tan Binh,1,0,0,0,0,0,0,0,0,0
2500000,10,1,1,0,1,0,0,0,0,1,0,0
2300000,18,Dong Da,1,0,1,1,0,0,1,0,0,0
2000000,25,Hoc Mon,1,0,1,0,0,0,0,0,0,0
2400000,25,12,1,0,0,0,1,0,0,1,0,0
4800000,30,Go Vap,1,1,1,0,0,0,0,1,0,0
2700000,20,Tan Binh,1,1,1,0,1,0,0,0,0,0
2500000,20,Tan Phu,0,0,1,0,0,0,0,1,0,0
3100000,28,Binh Tan,0,0,0,0,0,0,0,0,0,0
2700000,30,Binh Tan,1,1,1,0,1,0,0,1,0,0
3600000,26,Tan Phu,1,0,1,0,0,0,1,0,0,0
4000000,30,10,1,0,1,1,1,0,0,0,0,0
2500000,21,Binh Tan,1,0,0,0,0,0,0,1,0,1
3500000,20,Go Vap,1,0,0,0,0,0,0,0,1,0
3000000,28,9,1,0,0,0,0,0,0,0,0,0
3900000,30,Tan Binh,1,0,0,0,1,0,0,0,0,0
3700000,25,Tan Binh,1,0,0,0,0,0,0,0,1,0
3500000,20,10,1,0,1,0,0,0,0,0,0,0
3000000,20,Go Vap,1,0,0,0,0,0,1,1,0,1
5500000,30,Go Vap,1,0,1,1,1,1,1,1,1,1
800000,18,Dong Anh,0,0,0,1,0,0,0,0,0,0
3500000,25,2,0,0,0,0,0,0,1,0,0,1
3800000,20,Go Vap,1,0,1,0,1,0,1,1,1,0
3600000,28,2,1,0,1,1,1,0,0,1,1,0
2800000,16,Thu Duc,0,0,0,0,0,0,0,0,0,0
4500000,38,7,1,0,1,0,1,0,1,1,1,1
6000000,25,Go Vap,1,0,1,0,0,0,1,1,0,1
4500000,25,Tan Binh,1,1,0,0,1,0,0,0,1,0
4300000,28,Binh Thanh,1,0,1,0,0,1,1,0,0,1
3500000,32,Go Vap,0,1,0,0,0,0,0,1,0,0
6000000,25,Tan Binh,0,0,0,0,0,0,0,0,0,0
4000000,27,Tan Binh,1,0,1,0,1,0,0,1,1,0
2600000,30,Tan Binh,1,0,1,0,0,0,0,0,0,0
4000000,30,Tan Binh,1,0,0,0,0,0,0,0,1,0
4000000,25,10,1,0,0,0,0,0,0,0,1,0
3100000,25,Thu Duc,1,0,1,0,0,0,0,1,0,0
1600000,30,9,0,0,0,0,0,0,0,1,0,0
1850000,32,Binh Thanh,0,0,1,0,1,0,1,1,0,0
4800000,30,Go Vap,1,1,1,1,1,0,1,1,0,0
1500000,350,Tay Ho,1,1,0,0,0,0,0,0,0,0
3500000,20,Binh Tan,1,0,1,0,0,0,0,1,0,0
4000000,30,Go Vap,1,0,1,0,0,0,0,0,0,1
2100000,20,Binh Tan,1,0,1,0,0,0,0,0,0,1
4800000,30,Go Vap,0,0,1,0,0,0,0,0,0,0
6300000,25,1,1,0,0,0,0,0,0,0,1,0
4800000,30,Go Vap,1,1,1,0,0,0,0,1,0,0
4500000,25,Dong Da,1,0,0,0,0,0,0,0,1,0
4500000,30,Tan Binh,0,0,1,0,1,0,1,1,0,1
2500000,28,Tan Phu,1,0,1,0,0,0,0,0,0,0
1700000,22.5,Hoc Mon,0,0,0,0,0,0,0,0,0,0
4500000,40,7,1,0,1,0,0,0,1,1,0,1
6000000,30,Binh Thanh,1,0,0,0,0,0,0,0,0,0
3500000,25,Tan Binh,1,1,1,0,1,0,0,0,1,0
4000000,20,Tay Ho,1,0,0,0,0,1,0,0,1,1
3500000,30,Go Vap,1,0,1,0,0,0,0,1,1,0
2500000,20,12,1,0,0,1,1,1,0,0,1,0
4000000,25,Tan Binh,1,0,0,0,0,0,0,0,1,0
5000000,30,Go Vap,0,0,0,0,0,0,0,0,0,0
3900000,25,Tan Binh,0,0,0,0,0,0,0,0,0,0
5500000,30,Binh Thanh,1,0,1,0,0,0,1,1,0,0
3000000,18,Thu Duc,1,1,1,0,0,0,0,0,1,0
2000000,20,Binh Tan,0,0,1,0,0,0,0,0,0,0
3900000,30,2,1,0,0,0,0,0,0,0,0,0
3000000,28,Tan Phu,0,0,0,0,0,0,0,0,0,0
3600000,25,2,1,0,1,0,0,0,1,1,0,1
2000000,20,Tan Binh,1,0,1,0,0,0,0,0,0,0
4000000,48,Tan Binh,1,0,0,1,0,0,0,0,0,0
5500000,22,7,1,1,1,0,0,0,0,0,0,0
5500000,22,2,1,0,0,0,0,1,0,0,0,0
3700000,25,2,1,1,0,0,0,1,0,1,0,0
4300000,30,Tan Phu,1,0,1,1,1,0,1,0,0,1
3700000,28,Binh Tan,1,1,1,0,1,0,0,1,1,0
3000000,12,3,1,1,1,1,0,0,0,1,0,0
5700000,28,2,0,0,1,0,0,0,1,1,0,1
5000000,30,2,1,0,1,0,0,1,0,0,0,1
2500000,12,Binh Thanh,0,0,1,0,0,0,0,0,0,0
4000000,25,Binh Thanh,1,0,0,0,0,0,0,0,0,0
5300000,23,Phu Nhuan,1,0,1,0,0,0,1,1,0,1
2000000,17,Tan Binh,0,0,0,0,0,0,0,0,0,0
2000000,15,6,0,0,1,0,0,0,0,0,0,0
4000000,45,12,0,0,0,0,0,0,0,1,0,0
5000000,60,Tan Binh,1,0,0,0,0,0,0,0,0,0
2700000,25,Tan Binh,1,0,0,0,0,0,0,1,0,0
3900000,25,Tan Phu,1,0,1,0,0,0,0,1,0,1
4100000,25,Tan Phu,1,0,1,0,0,0,1,1,0,1
1800000,300,Go Vap,0,1,1,1,1,0,1,1,1,1
2700000,20,Nha Be,1,0,1,0,1,0,0,0,0,1
3200000,25,Go Vap,1,1,1,0,1,0,0,1,1,0
3200000,20,Go Vap,1,0,1,1,1,0,0,1,1,0
2000000,20,Ha Dong,0,0,0,0,0,0,0,1,0,0
2300000,16,Binh Thanh,1,1,0,0,0,0,0,0,0,0
5000000,30,8,1,0,1,0,1,0,0,0,0,0
5800000,25,4,1,0,0,0,1,0,1,1,0,1
3700000,20,Tan Binh,1,0,0,0,0,0,0,1,1,0
1600000,40,Tan Phu,1,0,1,0,0,1,1,1,0,1
3300000,30,Tan Binh,1,0,1,1,1,0,1,1,0,0
1500000,45,5,1,0,0,0,1,0,1,1,0,1
3800000,28,2,1,0,0,0,0,0,0,0,1,0
4300000,42,7,1,1,0,0,0,1,0,0,0,0
4000000,30,6,1,0,1,0,1,0,0,0,0,0
2500000,20,12,0,0,0,0,0,0,0,1,0,0
3500000,28,2,1,0,1,1,1,0,1,1,1,1
4500000,28,Tan Binh,1,0,0,0,1,0,0,0,1,0
5500000,30,2,1,0,1,0,1,0,1,1,0,1
4500000,30,Tan Binh,1,0,0,0,0,0,0,0,0,0
3800000,25,Tan Binh,1,0,0,0,1,0,0,0,0,0
3600000,25,Tan Phu,0,0,0,0,0,0,0,0,1,0
1800000,40,Tan Binh,1,0,1,0,0,0,0,0,0,1
1700000,35,Go Vap,1,0,0,0,0,0,0,0,0,1
3200000,27,Binh Chanh,1,0,0,0,0,0,0,0,0,0
3900000,25,Go Vap,1,0,1,0,1,0,0,1,0,1
2500000,18,Go Vap,0,0,0,0,0,0,0,1,0,0
6450000,30,Binh Thanh,1,0,0,0,0,0,0,1,1,0
6300000,40,7,1,0,0,0,0,1,0,0,1,0
2500000,18,12,1,1,0,1,1,1,0,1,1,0
2800000,25,3,1,0,0,0,0,0,0,0,0,0
1800000,15,12,1,0,0,0,0,0,0,0,0,0
3500000,24,Binh Tan,1,0,0,0,0,1,0,0,0,0
3500000,20,7,1,1,1,1,1,0,0,1,0,0
1200000,15,Ngo Quyen,0,0,0,0,0,0,0,0,0,0
3100000,30,6,1,0,0,0,0,0,0,0,0,0
5200000,25,Tan Binh,1,0,1,1,1,0,1,1,0,1
4500000,30,Go Vap,1,0,1,0,1,0,1,1,1,1
4000000,35,6,1,1,1,0,1,0,1,1,0,1
3000000,25,Thanh Xuan,1,0,0,1,0,0,1,0,0,0
1200000,40,9,1,1,1,0,1,0,1,1,0,1
1200000,100,Thu Duc,1,0,0,0,0,0,0,1,0,1
1000000,35,9,1,0,1,0,0,1,0,0,0,0
1500000,25,Hoang Mai,1,1,0,0,0,0,0,0,0,0
3900000,18,Tan Binh,1,1,1,0,1,0,1,0,0,0
5000000,40,Tan Binh,0,0,1,0,1,0,1,1,0,1
4200000,45,12,1,0,1,0,1,0,1,1,0,1
5700000,25,Tan Binh,1,0,1,1,1,0,1,1,0,1
3700000,22,Binh Thanh,1,0,0,0,0,1,0,0,1,0
2300000,20,Phu Nhuan,1,0,0,0,0,0,0,0,0,0
2700000,20,Tan Binh,1,0,0,0,0,1,0,0,0,0
2000000,20,6,1,1,0,0,0,1,0,0,0,0
2500000,18,Tan Binh,1,1,0,0,0,1,0,0,0,0
2200000,20,Go Vap,1,0,0,0,0,0,0,1,0,0
3300000,20,10,1,0,0,0,0,1,0,0,0,0
2800000,18,10,1,0,0,0,0,1,0,0,0,0
2200000,25,Go Vap,1,0,0,0,0,0,0,0,0,0
3700000,25,Go Vap,1,0,1,0,0,0,0,1,0,1
2000000,14,5,0,0,1,0,0,0,0,1,0,0
1300000,20,Tan An,1,0,0,0,0,0,0,0,0,0
2500000,25,10,0,0,0,0,1,0,0,0,0,0
4400000,30,Binh Thanh,1,0,1,1,1,1,1,1,0,1
5000000,20,Tan Binh,1,0,0,0,0,0,0,1,1,0
1500000,40,Tan Phu,1,0,1,0,0,1,1,1,0,1
6300000,25,Binh Thanh,1,0,0,1,0,0,0,0,0,0
4000000,27,11,1,0,0,0,1,0,0,0,0,0
3300000,25,Tan Phu,1,0,1,0,1,0,0,0,0,1
4500000,30,Binh Thanh,1,0,1,0,0,0,0,0,0,0
2800000,25,1,1,1,1,0,0,0,0,0,0,0
3000000,20,Binh Tan,1,0,1,0,0,0,1,1,1,0
4200000,30,Binh Thanh,1,0,1,0,0,0,0,1,0,1
3700000,20,Tan Phu,1,1,1,0,1,0,0,1,1,0
2800000,25,Phu Nhuan,1,1,0,0,0,0,0,0,0,0
2500000,22,11,1,1,0,0,0,0,0,1,0,0
1500000,40,Go Vap,1,0,1,1,1,0,1,1,0,1
1600000,45,Tan Phu,1,1,1,0,1,0,1,1,0,1
1600000,45,Tan Binh,1,1,1,0,1,0,1,1,0,1
3000000,20,5,1,0,0,0,0,0,0,0,0,0
7000000,50,10,1,0,1,1,1,0,1,1,1,1
1800000,45,11,1,0,1,0,1,0,0,1,0,1
3500000,28,Tan Binh,1,1,0,0,1,0,0,0,0,0
3000000,16,Go Vap,1,0,1,0,0,0,0,1,0,0
2500000,25,Tan Phu,1,0,1,0,0,0,1,0,0,0
3000000,25,10,1,1,1,0,1,0,1,1,0,1
1000000,10,Tan Phu,1,0,0,0,0,0,0,0,0,0
3800000,18,7,0,0,1,0,0,0,0,1,0,0
6000000,30,7,0,0,1,0,0,0,0,1,1,0
2000000,18,Go Vap,1,0,0,0,0,0,0,0,0,0
3200000,25,9,1,0,0,0,0,0,0,0,0,0
6000000,35,7,0,0,0,0,0,0,0,0,1,0
3500000,15,Cau Giay,1,0,1,1,0,0,0,0,0,1
4200000,30,Binh Chanh,1,1,1,1,1,0,0,0,0,1
3800000,16,3,1,1,1,1,0,0,1,0,0,1
3800000,25,7,1,0,0,0,0,0,0,0,0,0
2100000,15,Tan Binh,1,0,0,0,0,0,0,0,0,0
4950000,25,Binh Thanh,1,0,0,0,0,0,0,0,0,0
2500000,20,Binh Tan,1,1,0,0,0,0,0,0,0,0
4000000,28,Tan Binh,1,1,1,0,1,0,0,1,0,0
3000000,30,Tan Uyen,1,0,1,1,0,1,1,1,0,1
3500000,20,2,1,0,1,1,0,1,1,1,0,1
1800000,35,Lien Chieu,1,0,0,0,0,0,0,0,0,0
4500000,25,Binh Thanh,1,1,1,1,1,0,1,1,1,1
1500000,30,5,0,0,0,0,0,0,0,0,0,1
3300000,25,Go Vap,1,1,1,0,1,0,0,0,0,0
4600000,70,Thu Duc,1,0,0,0,0,0,0,1,0,0
3800000,50,6,0,0,0,0,0,0,0,0,0,0
4000000,30,Go Vap,1,1,1,0,1,0,0,1,0,1
2700000,18,Phu Nhuan,0,0,0,0,0,1,0,0,0,0
3100000,20,Nam Tu Liem,0,0,0,1,1,0,0,0,0,1
5500000,30,2,1,0,1,0,0,0,1,1,0,1
3700000,22,Go Vap,1,0,1,0,0,1,0,0,0,1
3100000,30,Binh Tan,1,0,1,1,0,0,1,0,0,1
5450000,30,Binh Thanh,0,0,0,0,0,0,0,0,0,0
2100000,20,Go Vap,1,0,0,0,0,0,0,0,0,0
3500000,20,7,1,1,1,1,1,0,0,0,0,0
5500000,20,Tan Binh,1,0,0,0,0,0,0,0,0,0
4400000,30,Binh Thanh,1,0,1,1,1,1,1,1,0,1
3700000,28,Tan Binh,1,0,1,0,0,0,0,1,0,0
4500000,25,Tan Binh,1,1,0,0,1,0,0,1,1,0
3700000,23,7,1,1,0,0,1,0,0,1,1,0
3700000,30,Binh Tan,1,0,0,0,0,0,0,0,0,0
5200000,35,1,1,0,0,0,0,1,0,0,0,0
6300000,60,Tan Binh,1,0,1,1,1,0,1,1,0,1
5600000,40,Tan Binh,1,1,1,0,1,0,1,1,0,1
4000000,25,2,1,0,0,0,0,0,0,0,0,0
4500000,27,Tan Binh,1,0,0,0,1,0,0,1,1,0
4300000,38,9,1,0,0,0,1,0,0,0,1,0
3600000,30,2,1,0,1,1,1,0,0,1,1,1
2600000,20,Tan Phu,1,0,0,0,0,1,0,1,0,0
4000000,35,6,1,0,1,0,0,0,0,1,0,0
3100000,25,Binh Tan,1,0,1,0,0,0,1,1,1,0
3500000,35,10,0,0,0,0,0,0,0,0,0,0
3500000,28,Tan Binh,1,0,0,0,1,0,0,0,0,0
6500000,30,Binh Thanh,1,0,0,0,0,0,0,0,0,0
3500000,26,Go Vap,1,0,1,0,0,0,0,0,0,0
5000000,30,2,1,0,1,0,1,1,1,1,0,0
3600000,30,2,1,0,0,0,0,0,0,0,1,0
4500000,30,2,1,0,0,0,0,0,0,0,1,0
3200000,18,1,1,1,1,0,1,0,1,0,0,1
3500000,30,7,1,0,0,0,0,0,0,0,0,0
4200000,25,Binh Thanh,1,0,1,1,0,1,1,1,1,1
3100000,20,Go Vap,1,1,0,0,0,0,0,1,0,1
5500000,25,Binh Thanh,0,0,0,0,0,0,0,0,0,0
4000000,25,Nam Tu Liem,0,0,0,0,0,0,0,0,1,0
3200000,18,Bac Tu Liem,1,0,0,1,1,0,1,1,0,1
3000000,25,Binh Thanh,1,1,0,0,0,0,1,1,0,0
4600000,24,10,1,0,1,1,1,0,1,0,0,1
2200000,20,Binh Tan,1,0,0,0,0,0,0,0,1,0
3500000,30,Thu Duc,0,0,0,0,0,0,0,0,0,0
2800000,18,Thu Duc,1,0,0,0,0,0,0,0,0,0
2500000,22,12,0,0,0,0,1,0,0,1,1,0
2600000,20,Tay Ho,1,1,0,1,1,0,1,1,0,1
7000000,45,Tay Ho,0,0,1,0,1,0,1,0,1,0
1800000,10,Go Vap,1,0,0,0,0,0,0,0,0,1
3800000,24,Tan Binh,1,1,1,0,1,0,0,1,1,0
3400000,20,Go Vap,0,0,1,1,1,0,0,1,0,0
3500000,25,Go Vap,1,0,1,1,1,0,0,1,1,0
4000000,22,Thu Duc,1,0,1,0,0,0,0,1,1,1
4000000,30,2,1,0,0,0,0,0,0,0,1,0
3800000,18,7,0,0,1,0,0,0,0,1,0,0
4300000,30,3,0,0,0,0,0,0,0,0,0,0
3800000,28,Tan Phu,1,1,0,0,0,0,0,1,1,0
4200000,30,Binh Thanh,1,0,1,1,0,0,1,1,1,1
3000000,25,Tan Binh,1,0,0,0,0,0,0,0,1,0
3500000,25,Tan Binh,1,0,0,0,0,0,0,0,1,0
3700000,15,3,1,0,1,0,0,0,1,0,0,0
2000000,20,12,0,0,0,0,0,0,0,0,0,0
2300000,25,12,1,0,0,0,0,0,0,1,0,0
1800000,45,11,1,0,1,0,1,0,0,1,0,1
1600000,40,Tan Phu,1,0,1,0,0,1,1,1,0,1
4500000,23,Tan Binh,0,0,1,0,1,0,1,1,0,0
5300000,20,Binh Thanh,1,1,0,0,1,0,0,0,1,0
2500000,25,Tan Phu,1,0,0,0,1,0,0,1,1,0
5000000,27,Tan Binh,0,1,0,0,0,0,0,1,1,0
6000000,35,10,1,1,0,0,0,0,0,0,0,0
3600000,24,Tan Binh,1,0,1,1,0,0,0,1,1,0
3100000,25,12,1,0,0,0,1,0,0,0,0,0
3200000,18,12,1,0,1,1,0,1,1,0,1,1
3500000,30,12,0,0,0,0,0,0,0,0,0,1
3000000,55,Ha Dong,1,0,0,0,0,0,0,0,0,0
1800000,25,Binh Chanh,1,0,0,1,1,1,0,0,0,0
6500000,35,7,1,0,0,0,0,0,0,0,1,0
2000000,20,Son Tra,1,0,1,0,0,0,0,0,0,1
3800000,25,Go Vap,1,0,0,0,0,0,0,0,0,0
3800000,28,Tan Phu,1,0,0,0,0,0,0,0,0,0
3700000,26,12,1,0,1,0,1,0,1,1,0,1
3600000,30,2,1,0,0,0,0,0,0,0,1,0
3300000,18,Tan Binh,0,0,1,0,0,0,0,0,0,0
3300000,25,Nam Tu Liem,0,1,0,1,1,0,0,1,1,1
5500000,30,Phu Nhuan,1,0,0,0,0,0,0,0,1,0
4500000,30,Go Vap,1,1,1,0,0,0,0,0,0,0
2000000,18,Go Vap,1,0,0,0,0,0,0,0,0,0
2800000,25,Tan Phu,1,1,1,0,1,0,0,1,0,0
5500000,30,Binh Thanh,0,0,0,0,0,0,0,0,0,0
4700000,28,Tan Binh,1,1,0,0,0,0,0,0,1,0
3000000,35,Binh Tan,1,0,1,0,1,0,1,1,1,0
1477000,20,Di An,1,0,0,0,0,0,0,0,0,0
2300000,25,Binh Tan,1,0,1,0,0,0,0,1,0,0
1200000,90,2,1,0,1,1,1,0,0,1,0,1
3100000,20,Bac Tu Liem,0,0,1,1,0,0,1,1,1,1
5000000,20,10,0,0,1,0,1,0,1,1,0,1
2000000,20,8,1,1,0,0,0,0,0,0,0,0
3700000,22,Go Vap,1,0,1,0,1,0,0,0,0,0
3900000,25,Hoang Mai,1,1,1,1,1,0,0,1,1,1
3700000,25,Go Vap,1,0,1,0,0,0,0,1,0,0
1300000,35,10,1,0,0,0,0,0,0,1,1,1
2600000,20,7,1,0,0,0,0,0,0,1,0,0
4000000,26,Tan Binh,1,0,1,1,0,0,0,1,1,1
4000000,28,Tan Phu,1,0,1,0,0,0,0,1,1,0
4500000,35,2,1,0,1,0,0,0,1,1,0,1
2500000,28,9,1,1,1,1,0,0,0,1,0,0
3200000,25,Go Vap,1,0,1,0,1,0,1,1,1,1
5500000,45,7,1,0,1,1,1,0,1,1,0,1
1300000,20,12,1,0,0,0,0,0,0,0,0,0
4500000,20,Binh Thanh,1,1,0,1,1,0,0,1,0,1
4400000,25,Binh Thanh,1,0,1,0,0,0,1,1,1,1
3800000,20,7,1,1,1,1,1,0,1,1,0,1
3800000,35,12,0,0,0,0,0,0,0,1,0,0
3600000,25,10,1,0,0,0,0,0,0,0,0,0
3300000,28,Thu Duc,1,0,1,0,0,0,0,1,0,1
3300000,25,12,1,1,1,0,1,0,0,0,0,0
3700000,20,Go Vap,1,1,1,0,0,0,0,0,0,0
1600000,100,Binh Thanh,0,1,1,0,1,0,1,1,0,0
1600000,30,7,1,1,1,1,1,1,1,1,0,1
3000000,30,Binh Thanh,1,1,0,0,0,1,0,0,0,0
3500000,17,Binh Thanh,1,1,0,0,1,1,0,0,1,0
4500000,35,Nam Tu Liem,1,1,1,1,1,0,0,1,1,1
4000000,30,Cau Giay,0,0,0,1,0,0,0,1,0,1
6300000,30,Binh Thanh,1,0,0,0,0,0,0,0,1,0
3200000,28,12,1,0,0,1,0,0,0,1,0,1
2200000,25,12,1,0,0,0,1,0,0,1,0,0
4050000,25,11,1,0,0,1,0,0,0,0,0,0
3950000,25,Nam Tu Liem,0,0,1,1,1,0,0,1,0,1
4300000,26,12,1,1,1,1,0,1,1,1,1,1
2000000,84,Duc Hoa,0,0,0,0,0,0,0,0,0,0
4000000,20,2,1,0,0,0,0,0,0,0,0,0
1100000,12,12,1,0,0,0,0,0,0,0,0,0
3500000,23,Go Vap,1,0,1,0,1,0,1,1,1,0
3200000,25,Go Vap,0,0,0,0,0,0,0,0,0,0
3000000,38,9,1,0,0,0,0,0,0,0,0,0
2700000,20,Tan Binh,0,0,0,0,0,0,0,1,0,0
3600000,25,Binh Tan,1,1,1,1,1,0,1,1,1,1
3600000,28,Tan Phu,1,0,1,0,0,0,1,1,1,0
6500000,30,Phu Nhuan,1,0,0,0,1,0,0,0,0,0
4000000,18,2,0,0,0,0,0,0,0,0,0,0
4000000,30,Binh Chanh,0,0,0,0,0,0,0,0,0,0
3900000,30,Go Vap,1,0,1,0,0,0,1,1,1,1
3400000,28,Go Vap,0,0,0,0,1,0,0,0,0,0
3500000,35,Tay Ho,1,0,1,1,0,0,0,0,0,0
6000000,30,2,1,0,0,0,0,0,0,0,0,0
1400000,20,Thuan An,1,0,0,0,0,0,0,1,0,0
4500000,30,11,0,0,0,0,0,0,0,0,0,0
4500000,40,Tan Binh,0,0,0,0,0,0,0,0,0,0
4500000,40,Tan Phu,0,0,0,0,0,0,0,0,0,0
3500000,35,9,1,0,1,0,0,0,0,0,0,0
2900000,25,Binh Tan,1,0,1,1,1,0,0,0,1,0
1800000,15,9,0,0,1,0,0,0,0,0,0,0
1600000,20,Di An,1,0,0,0,0,0,0,1,0,0
1800000,25,Di An,1,0,0,0,0,0,0,1,0,0
1500000,25,Di An,1,0,0,0,0,0,0,1,0,0
3000000,12,3,1,0,1,1,0,0,0,1,0,0
7000000,35,Thu Duc,1,0,0,0,0,0,0,0,0,0
3600000,35,9,1,0,0,0,0,1,0,0,0,0
2200000,20,Binh Chanh,1,0,0,0,0,0,0,0,0,0
2000000,20,12,1,0,0,0,0,0,0,0,0,0
1200000,24,Bien Hoa,0,0,0,0,0,0,0,0,0,0
3300000,25,9,1,0,1,1,1,1,1,0,0,0
5700000,25,9,1,0,0,0,1,1,0,0,1,0
6000000,30,10,1,0,1,0,0,0,1,1,0,1
3600000,30,Tan Binh,1,0,0,1,0,1,0,1,1,0
3200000,30,Tan Binh,1,0,0,0,1,0,0,0,1,0
3200000,30,Tan Binh,0,0,0,0,0,0,0,0,0,0
3700000,26,7,1,0,1,0,0,0,0,1,1,1
5700000,30,9,1,0,1,0,1,0,1,1,0,1
3000000,40,9,1,0,1,0,0,0,1,1,0,1
4450000,30,Binh Thanh,1,0,0,0,0,0,0,0,0,0
3500000,26,12,1,0,1,0,1,0,0,1,0,0
2500000,40,Go Vap,1,1,0,0,0,0,0,1,0,0
3200000,25,Tan Binh,1,0,0,0,0,0,0,0,1,0
3600000,27,12,0,0,0,0,0,0,0,0,0,0
3800000,27,Go Vap,1,0,0,0,0,0,0,0,1,0
700000,56,Binh Tan,1,1,1,1,1,0,1,1,0,1
3500000,22,Phu Nhuan,1,0,0,0,1,1,0,1,1,0
1600000,28,9,1,0,0,0,0,0,0,0,0,0
1900000,18,9,0,0,0,0,0,0,0,1,0,0
2300000,20,7,0,0,1,0,1,0,0,0,0,1
3800000,20,7,1,0,0,0,0,0,0,0,0,0
4000000,25,Tan Binh,1,1,0,0,0,0,0,1,1,0
1100000,15,Hoai Duc,1,0,0,0,0,0,0,0,0,0
4000000,25,Binh Thanh,1,1,1,0,1,0,0,0,0,0
1400000,100,Tan Binh,1,0,1,0,1,0,1,1,0,1
1300000,116,Tan Binh,1,0,1,0,1,0,1,1,0,1
4800000,25,Tan Binh,0,1,1,1,1,0,0,1,0,1
4000000,28,Tan Phu,1,0,1,0,0,0,0,1,1,0
3500000,22,7,1,0,1,0,1,0,1,1,0,0
3600000,20,Tan Binh,1,0,1,1,1,0,0,1,1,0
4500000,25,Binh Thanh,1,0,1,0,0,0,1,1,0,1
4500000,25,Cau Giay,0,0,0,1,1,1,1,1,0,1
3500000,20,9,1,0,1,0,0,0,0,1,0,0
1700000,125,Binh Thanh,0,1,1,1,1,0,1,1,0,1
2300000,20,9,1,0,1,0,0,0,0,1,0,0
5500000,22,5,1,1,1,0,1,0,1,1,0,1
3500000,28,11,1,0,1,0,0,0,1,1,0,0
4500000,30,6,1,1,1,0,0,0,0,1,0,1
4200000,25,Binh Thanh,1,0,1,0,0,1,1,1,1,0
3700000,33,12,1,0,1,0,1,0,0,1,0,0
3700000,20,Go Vap,1,0,1,1,1,0,0,1,1,0
4500000,25,Tan Binh,1,0,1,1,0,0,0,1,0,1
5000000,30,Tan Binh,1,0,1,1,0,0,0,1,0,1
4000000,30,Binh Thanh,1,0,1,0,0,0,0,1,0,0
1800000,18,Binh Chanh,1,1,1,1,1,1,0,1,0,1
3500000,40,12,1,0,1,1,0,0,1,1,0,0
3500000,27,Tan Phu,1,0,0,0,0,0,0,0,1,0
3500000,25,Binh Tan,1,0,0,0,0,0,0,0,1,0
3200000,30,Binh Tan,1,0,0,0,0,0,0,0,1,0
5900000,30,Binh Thanh,0,0,0,0,0,0,0,0,1,0
2500000,40,Go Vap,1,0,0,0,0,0,0,0,0,0
5500000,30,2,1,0,0,0,0,0,0,0,0,0
3800000,32,Go Vap,1,0,1,1,1,0,1,1,0,1
3800000,40,Di An,1,1,1,1,0,0,1,1,0,1
2500000,25,Tan Phu,1,0,0,0,0,0,0,0,1,0
3100000,27,2,1,0,0,0,0,0,0,0,1,0
4900000,25,Binh Thanh,1,0,0,1,0,0,1,0,0,1
1800000,20,Binh Chanh,1,0,0,0,0,0,0,0,0,1
1300000,100,Thu Duc,1,0,1,1,1,0,0,1,0,1
5600000,30,Go Vap,1,1,1,1,0,0,1,1,1,1
3500000,35,9,1,1,0,0,0,0,0,0,1,0
3500000,30,Go Vap,1,0,0,0,1,0,0,0,1,0
900000,24,Binh Chanh,1,0,0,0,0,0,0,0,0,0
5500000,16,Thu Duc,1,1,1,1,0,1,1,1,1,1
1700000,25,Binh Thanh,1,1,1,1,1,1,0,1,0,1
1800000,13,Ninh Kieu,0,0,0,0,0,0,0,1,0,0
4700000,30,2,0,0,0,0,0,0,0,0,0,0
4000000,18,1,1,0,1,0,0,0,0,1,0,1
5500000,28,1,1,1,0,0,0,0,0,0,1,0
2800000,20,9,1,0,1,0,0,0,0,1,0,0
5500000,30,3,1,0,0,0,0,1,0,0,0,0
4500000,28,1,0,1,0,0,1,0,0,0,0,0
3600000,20,Tan Binh,1,0,1,1,0,0,0,0,0,0
4500000,20,Binh Thanh,1,1,1,1,1,1,1,0,0,1
3000000,25,9,1,1,0,0,0,0,0,0,0,0
4000000,30,Tan Phu,1,0,1,0,0,0,0,0,1,0
6200000,35,10,1,0,0,0,0,0,0,0,0,0
2500000,15,5,0,0,1,0,0,0,0,0,0,1
4100000,25,Binh Tan,1,0,0,0,0,0,0,0,1,0
4100000,30,Binh Tan,1,0,1,0,0,0,1,1,0,1
3400000,20,Binh Tan,1,0,1,0,0,0,1,1,0,1
